16,22,12756093
16,23,42254756
16,24,16309580
16,25,838117
16,26,1077906
16,27,4555709
16,28,3200475
16,29,7738107
16,30,9131811
16,31,31041152
16,32,8571170
17,18,763344
17,19,812988
17,20,604454
17,21,1647428
17,22,12987454
17,23,42486117
17,24,16540942
17,25,1069478
17,26,1309268
17,27,4787070
17,28,3431837
17,29,7969468
17,30,9363173
17,31,31272515
17,32,8802532
18,19,673404
18,20,464716
18,21,1507844
18,22,12847870
18,23,42034576
18,24,16401357
18,25,929894
18,26,1169684
18,27,4647486
18,28,3292100
18,29,7829732
18,30,9223435
18,31,31132777
18,32,8662948
19,20,514361
19,21,1557488
19,22,12897514
19,23,42034576
19,24,16451002
19,25,979538
19,26,1219328
19,27,4697130
19,28,3341744
19,29,7879376
19,30,9273080
19,31,31182422
19,32,8712592
1,10,489385
1,11,33073622
1,12,549602
1,13,11737325
1,14,722127
1,15,740209
1,16,492298
1,17,723659
1,18,583922
1,19,633566
1,2,10610374
1,20,425032
1,21,1468007
1,22,12808033
1,23,42306696
1,24,16361521
1,25,890056
1,26,1129846
1,27,4607648
1,28,3252415
1,29,7790047
1,3,8348676
1,30,9183752
1,31,31093093
1,32,8623110
1,4,551591
1,5,2488456
1,6,4016061
1,7,1566681
1,8,556495
1,9,523094
20,21,1348800
20,22,12688827
20,23,42187489
20,24,16242314
20,25,770850
20,26,1010640
20,27,4488442
20,28,3133209
20,29,7670841
20,30,9064545
20,31,30973887
20,32,8503904
21,22,13731955
21,23,42034576
21,24,17285441
21,25,1813978
21,26,2053768
21,27,5531570
21,28,4176184
21,29,8713816
21,30,10107520
21,31,32016861
21,32,9547032
22,23,42034576
22,24,28625468
22,25,12535913
22,26,13393794
22,27,16871596
22,28,15516210
22,29,20053842
22,30,21447546
22,31,43356887
22,32,20887058
23,24,42034576
23,25,42034576
23,26,42892457
23,27,42034576
23,28,45014873
23,29,49552505
23,30,50946209
23,31,72855550
23,32,42034576
24,25,16707491
24,26,16947281
24,27,16089401
24,28,19069697
24,29,23607330
24,30,25001034
24,31,46910375
24,32,16089401
25,26,1475817
25,27,4953620
25,28,3598233
25,29,8135866
25,30,9529569
25,31,31438911
25,32,8969082
26,27,5193410
26,28,3838023
26,29,8375655
26,30,9769359
26,31,31678701
26,32,9208872
27,28,7315826
27,29,11853458
27,30,13247161
27,31,35156503
27,32,8350991
28,29,10498377
28,30,11892081
28,31,30820973
28,32,11331288
29,30,16429714
29,31,30820973
29,32,15868919
2,10,10827641
2,11,43411877
2,12,10887858
2,13,22075580
2,14,11060383
2,15,11078464
2,16,10830553
2,17,11061915
2,18,10922178
2,19,10971822
2,20,10763287
2,21,11806262
2,22,23146288
2,23,52644951
2,24,26699775
2,25,11228311
2,26,11468101
2,27,14945904
2,28,13590670
2,29,18128302
2,3,18686931
2,30,19522006
2,31,41431348
2,32,18961366
2,4,10889847
2,5,10610374
2,6,14354316
2,7,11904937
2,8,10894750
2,9,10861350
30,31,30820973
30,32,17262624
31,32,39171966
3,10,8293824
3,11,40878061
3,12,8354041
3,13,19541763
3,14,8526566
3,15,8544647
3,16,8296736
3,17,8528097
3,18,8388361
3,19,8438005
3,20,8229470
3,21,9272445
3,22,20612471
3,23,50111134
3,24,24165959
3,25,8694495
3,26,8934284
3,27,12412087
3,28,11056853
3,29,15594485
3,30,16988190
3,31,38897531
3,32,16427548
3,4,8356029
3,5,10292742
3,6,8076556
3,7,9371119
3,8,8076556
3,9,8327532
4,10,496739
4,11,33080976
4,12,556956
4,13,11744678
4,14,729481
4,15,747562
4,16,499651
4,17,731013
4,18,591276
4,19,640920
4,20,432386
4,21,1475360
4,22,12815386
4,23,42314049
4,24,16368874
4,25,897410
4,26,1137200
4,27,4615002
4,28,3259769
4,29,7797400
4,30,9191105
4,31,31100446
4,32,8630464
4,5,2495657
4,6,4023414
4,7,1574036
4,8,563849
4,9,530448
5,10,2433451
5,11,35017688
5,12,2493668
5,13,13681391
5,14,2666193
5,15,2684275
5,16,2436364
5,17,2667725
5,18,2527988
5,19,2577632
5,20,2369097
5,21,3412072
5,22,14752099
5,23,44250761
5,24,18305585
5,25,2834122
5,26,3073912
5,27,6551714
5,28,5196481
5,29,9734113
5,30,11127816
5,31,33037158
5,32,10567176
5,6,5960126
5,7,3510747
5,8,2500561
5,9,2467160
6,10,3961209
6,11,36545445
6,12,4021425
6,13,15209148
6,14,4193951
6,15,4212032
6,16,3964120
6,17,4195483
6,18,4055745
6,19,4105390
6,20,3896855
6,21,4939829
6,22,16279856
6,23,45778518
6,24,19833343
6,25,4361879
6,26,4601669
6,27,8079471
6,28,6724238
6,29,11261870
6,30,12655574
6,31,34564915
6,32,12094934
6,7,5038505
6,8,4028470
6,9,3994918
7,10,1511829
7,11,34096066
7,12,1572046
7,13,12759768
7,14,1744571
7,15,1762652
7,16,1514741
7,17,1746103
7,18,1606366
7,19,1656010
7,20,1447476
7,21,2490450
7,22,13830476
7,23,43329139
7,24,17383964
7,25,1912500
7,26,2152290
7,27,5630092
7,28,4274859
7,29,8812490
7,30,10206195
7,31,32115537
7,32,9645554
7,8,1578939
7,9,1545538
8,10,501643
8,11,33085879
8,12,561860
8,13,11749582
8,14,734385
8,15,752466
8,16,504554
8,17,735917
8,18,596179
8,19,645824
8,20,437289
8,21,1480264
8,22,12820290
8,23,42318953
8,24,16373777
8,25,902313
8,26,1142103
8,27,4619905
8,28,3264672
8,29,7802304
8,30,9196008
8,31,31105350
8,32,8635368
8,9,535352
9,10,468242
9,11,32801503
9,12,528612
9,13,11716334
9,14,701137
9,15,719218
9,16,471154
9,17,702669
9,18,562779
9,19,612423
9,20,403888
9,21,1446863
9,22,12786889
9,23,42285552
9,24,16340377
9,25,868913
9,26,1108703
9,27,4586505
9,28,3231272
9,29,7768903
9,30,9162608
9,31,31071949
9,32,8601967
